yearID,lgID,teamID,franchID,divID,Rank,G,Ghome,W,L,DivWin,WCWin,LgWin,WSWin,R,AB,H,2B,3B,HR,BB,SO,SB,CS,HBP,SF,RA,ER,ERA,CG,SHO,SV,IPouts,HA,HRA,BBA,SOA,E,DP,FP,name,park,attendance,BPF,PPF,teamIDBR,teamIDlahman45,teamIDretro,total_player_salaries,med_player_salary,min_player_salary,max_player_salary,salary_var,Salary Rank,Threshold,over_threshold,times_over_threshold
1987,NL,LAN,LAD,W,4,162,81.0,73,89,N,,N,N,635,5517,1389,236,23,125,445,923.0,128.0,59.0,,,675,601,3.72,29,8,32,4365,1415,130,565,1097,155,144.0,0.97,Los Angeles Dodgers,Dodger Stadium,2797409.0,98,98,LAD,LAN,LAN,13675403,290000.0,62500,1850000,220408234593.97214,6,0.0,0,0
1987,AL,MIN,MIN,W,1,162,81.0,85,77,Y,,Y,Y,786,5441,1422,258,35,196,523,898.0,113.0,65.0,,,806,734,4.63,16,4,39,4281,1465,210,564,990,98,147.0,0.98,Minnesota Twins,Hubert H Humphrey Metrodome,2081976.0,103,103,MIN,MIN,MIN,6397500,830000.0,152500,1310000,173190624999.99997,24,0.0,0,0
1987,AL,ML4,MIL,E,3,162,81.0,91,71,N,,N,N,862,5625,1552,272,46,163,598,1040.0,176.0,74.0,,,817,752,4.62,28,6,45,4392,1548,169,529,1039,145,155.0,0.97,Milwaukee Brewers,County Stadium,1909244.0,103,103,MIL,MIL,MIL,7293224,100000.0,62500,1260000,100101840321.10052,21,0.0,0,0
1987,NL,MON,WSN,E,3,162,81.0,91,71,N,,N,N,741,5527,1467,310,39,120,501,918.0,166.0,74.0,,,720,632,3.92,16,8,50,4350,1428,145,446,1012,147,122.0,0.97,Montreal Expos,Stade Olympique,1850324.0,103,103,MON,MON,MON,6942052,156250.0,62500,1666333,130284443901.6232,23,0.0,0,0
1987,AL,NYA,NYY,E,4,162,81.0,89,73,N,,N,N,788,5511,1445,239,16,196,604,949.0,105.0,43.0,,,758,701,4.36,19,10,47,4338,1475,179,542,900,102,155.0,0.98,New York Yankees,Yankee Stadium II,2427672.0,99,99,NYY,NYA,NYA,17099714,340000.0,62500,1975000,270146777933.66718,1,0.0,0,0
1987,NL,NYN,NYM,E,2,162,81.0,92,70,N,,N,N,823,5601,1499,287,34,192,592,1012.0,159.0,49.0,,,698,620,3.84,16,7,51,4362,1407,135,510,1032,137,137.0,0.97,New York Mets,Shea Stadium,3034129.0,95,93,NYM,NYN,NYN,13846714,305000.0,62500,2060714,332002943578.50665,5,0.0,0,0
1987,AL,OAK,OAK,W,3,162,81.0,81,81,N,,N,N,806,5511,1432,263,33,199,593,1056.0,140.0,63.0,,,789,694,4.32,18,6,40,4335,1442,176,531,1042,142,122.0,0.97,Oakland Athletics,Oakland Coliseum,1678921.0,93,93,OAK,OAK,OAK,11680839,272500.0,62500,1633333,203789076552.35843,12,0.0,0,0
1987,NL,PHI,PHI,E,4,162,81.0,80,82,N,,N,N,702,5475,1390,248,51,169,587,1109.0,111.0,49.0,,,749,673,4.18,13,7,48,4344,1453,167,587,877,121,137.0,0.98,Philadelphia Phillies,Veterans Stadium,2100110.0,103,104,PHI,PHI,PHI,11514233,218250.0,62500,2127333,267699701614.21558,13,0.0,0,0
1987,NL,PIT,PIT,E,4,162,81.0,80,82,N,,N,N,723,5536,1464,282,45,131,535,914.0,140.0,58.0,,,744,674,4.2,25,13,39,4335,1377,164,562,914,123,147.0,0.98,Pittsburgh Pirates,Three Rivers Stadium,1161193.0,100,100,PIT,PIT,PIT,7652000,180000.0,62500,1150000,95360409999.99998,20,0.0,0,0
1987,NL,SDN,SDP,W,6,162,81.0,65,97,N,,N,N,668,5456,1419,209,48,113,577,992.0,198.0,91.0,,,763,680,4.27,14,10,33,4299,1402,175,602,897,146,135.0,0.97,San Diego Padres,Jack Murphy Stadium,1454061.0,96,97,SDP,SDN,SDN,11065796,240000.0,62500,1450000,160874702159.67804,14,0.0,0,0
